trainID,y_train,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,intAdExposureCount12,intAdExposureCount36,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,customersales,wksSinceFirstPurch,EstimatedIncome,regionMedHomeVal,techSupportEval,customerAge,AvgPurchasePerAd,LOGLastPurchaseAmount,LOGAvgPurchaseAmount12,LOGAvgPurchaseAmountTotal,LOGcustomersales,LOGAvgPurchasePerAd,customerGender.F,customerGender.M,customerSubscrStat.Gold,customerSubscrStat.Platinum,demHomeOwner.HomeOwner
9155,0,1.033020452178188,-1.0127087915322006,-0.8577159118699264,3.817639465515014,50,0,55.65,2.3478579144703002,-0.222615695738282,-1.4336362516361316,-1.5259029382280127,-0.8920445323624306,-0.13741833220376393,-1.09716768745992,355.08,-0.0292074787834256,0.0145736053620278,-0.6094231124635963,-0.4755750490915614,-0.9455049130864169,0,-0.561607082551471,-4.786534765601666,-0.2100213468523015,-0.9289812667291474,-3.191237750486655,1,0,0,1,0
9160,0,-1.0638177634705286,-0.3423736655800573,0.22178306474567502,-0.22891962876195412,50,62.5,61.9,-0.08804032197435693,0.10492088455345194,0.3826258914839673,0.5995118986466134,0.19994289861128778,-0.13741833220376393,0.07127500419068696,546.14,-0.0292074787834256,-0.20071149641597827,0.3780844935244436,-0.4755750490915614,2.8304245304793065,4.80769230769231,-0.561607082551471,-0.06519974987628037,0.0012325915047448463,-0.3405561786127372,-0.26787150320291697,0,1,0,1,1
9163,0,-1.0638177634705286,-1.0127087915322006,-2.3690144791317684,3.817639465515014,50,0,35.2,3.2178215703433923,0.32327860474794123,-0.8282155372627653,-1.3326834076030467,1.0735328433902624,1.944213788503733,1.2397176958412939,355.03,1.5734349283052658,1.138840247980504,-0.3159330897049131,-1.2423224075624384,-1.0673090886853112,0,-0.561607082551471,-4.786534765601666,-1.1140125742673277,-0.9291736339608768,-3.191237750486655,1,0,0,1,1
9170,0,0.15933786232455618,2.3389668382285165,-2.3690144791317684,-0.8069994993729496,50,40,34.75,3.043828839168774,2.0701403663038556,-0.8282155372627653,0.5995118986466134,0.19994289861128778,1.576866943672998,1.2397176958412939,316.33,0.07944624373106195,1.1866813817089497,-0.661215469421011,-1.2423224075624384,-1.0673090886853112,1.29032258064516,-0.561607082551471,-0.5627695815965107,-1.1392628209065272,-1.0868079222527918,-1.8141372573296266,1,0,0,1,0
9175,0,-0.801712986514439,-1.0127087915322006,-2.5849142744548885,3.817639465515014,50,0,62.95,4.609763419740339,1.1967094855258984,1.5934673202307,-0.5598052851031827,0.9643341002928907,2.189111685057556,1.2397176958412939,343.2,1.274637191390425,-0.22463206328020116,2.793910210271408,-1.2423224075624384,-0.580092386289734,0,-0.561607082551471,-4.786534765601666,0.03465109460818423,-0.9754643107381665,-3.191237750486655,1,0,0,1,1
9190,0,-0.10276691463153342,-1.0127087915322006,0.4376828600687953,0.9272401124600367,55,55,80.2,2.695843376819537,1.960961506206611,-0.222794822889399,-1.1394638769780807,1.1827315864876344,2.066662736780644,1.2397176958412939,513.57,1.6277617895625096,-0.6312816999719905,-0.18012202034991462,-1.2423224075624384,-1.0673090886853112,1.89655172413793,-0.43186607401836585,-0.20815577650281167,0.5167182277016905,-0.4246291342163998,-1.423905542542792,0,1,0,1,0
9195,0,-0.364871691587623,-0.3423736655800573,0.0058832694225547395,-0.22891962876195412,70,65,54.65,-0.08804032197435693,0.4324574648451859,-0.222794822889399,0.5995118986466134,0.6367378710007752,0.5972753574577055,0.07127500419068696,540.96,0.3239171193886589,0.0384941722262507,-0.22270684718156666,-1.2423224075624384,-1.0673090886853112,5,-0.10264019943771047,-0.02127977269718506,-0.24597226359963514,-0.35358704978764216,-0.21373724830200683,0,1,0,1,1
9198,0,0.5961791572513722,-1.0127087915322006,1.733081632007517,3.817639465515014,90,0,53.15,2.173865183295682,-0.33179455583552664,-0.222794822889399,-1.1394638769780807,0.3091416417086596,-0.13741833220376393,0.07127500419068696,665.3,0.7042051481893653,0.11025587281891938,-0.382687683116692,-0.4755750490915614,-0.3364840350919454,0,0.24163898981029255,-4.786534765601666,-0.30112844415435047,-0.07064415138496133,-3.191237750486655,0,1,0,1,0
9235,0,0.508810898266009,0.9982965863242296,-0.21001652590056555,-1.385079369983945,100,67.85,44.25,-0.6100185154982121,-0.5501522760300159,-0.8282155372627653,0.4062923680216473,0.09074415551391594,2.189111685057556,1.2397176958412939,509.97,1.6005983589338877,0.5169055095107087,2.783551738879925,-0.4755750490915614,-0.21467985949305113,6.785,0.3862717148269284,0.026803773454915424,-0.6635770949470151,-0.4342465824021669,0.21905424364704634,1,0,0,1,0
9266,0,-0.19013517361689664,-1.0127087915322006,-0.6418161165468061,3.817639465515014,25,0,67.5,3.565807032692629,0.5416363249424305,-0.8282155372627653,-1.3326834076030467,-0.23685207377819958,-0.3823162287575871,-1.09716768745992,504.3,0.05228281310244006,-0.34423489760131565,0.2250093051836402,-1.2423224075624384,-0.9455049130864169,0,-1.4962160469828243,-4.786534765601666,0.17339330354234317,-0.44953232824963507,-3.191237750486655,0,1,0,1,1
9272,0,0.508810898266009,-1.0127087915322006,-3.016713865101129,3.817639465515014,50,0,53.75,2.5218506456449186,-0.11343683564103735,-0.8282155372627653,-1.3326834076030467,0.8551353571955188,0.3523774609038824,1.2397176958412939,347.09,1.6820886508197532,0.08633530595469649,-0.33895191501931965,-1.2423224075624384,-0.9455049130864169,0,-0.561607082551471,-4.786534765601666,-0.2788847962790457,-0.9600695023248459,-3.191237750486655,1,0,0,1,0
9279,0,-0.015398655646170227,-1.0127087915322006,1.733081632007517,3.817639465515014,90,0,106.65,2.3478579144703002,-0.222615695738282,-0.222794822889399,-1.1394638769780807,0.8551353571955188,1.4544179953960865,1.2397176958412939,669.87,1.05732974636145,-1.0140107697995568,-0.15249942997262678,-0.4755750490915614,0.1507326673036318,0,0.24163898981029255,-4.786534765601666,1.0859001773255337,-0.06128062494157558,-3.191237750486655,1,0,0,1,1
9301,0,2.0814395600025466,0.3279614603720861,0.0058832694225547395,-0.8069994993729496,60,53.75,38.35,0.2599451403748798,0.4324574648451859,0.3826258914839673,0.5995118986466134,1.0735328433902624,0.7197243057346171,1.2397176958412939,386.11,1.274637191390425,0.899634579338275,-0.2940652056562269,-1.2423224075624384,-0.8237007374875227,3.58333333333333,-0.3132281962995583,-0.23383149620508814,-0.94558771942269,-0.8145241905734981,-0.6613078956841518,0,1,0,1,1
9304,0,1.2077569701489146,-1.0127087915322006,1.733081632007517,3.817639465515014,50,0,64.6,2.3478579144703002,-0.222615695738282,-0.8282155372627653,-1.3326834076030467,0.8551353571955188,0.47482640918079394,0.07127500419068696,345.18,1.003002885104206,-0.272473197008647,-0.4528951003256319,-1.2423224075624384,-0.580092386289734,0,-0.561607082551471,-4.786534765601666,0.08607301100276876,-0.9676067751952481,-3.191237750486655,1,0,0,1,1
9310,0,-0.364871691587623,-0.3423736655800573,0.22178306474567502,-0.22891962876195412,75,70,47.75,-0.08804032197435693,0.2140997446506966,-0.222794822889399,0.5995118986466134,0.4183403848060315,0.2299285126269708,0.07127500419068696,547.4,0.24242682750279326,0.3494615414611484,-0.34355568008220094,-0.4755750490915614,-0.21467985949305113,5.38461538461539,-0.008235226712813933,0.06177799952127688,-0.5131869922693018,-0.3374051621487446,-0.11048822820477103,1,0,0,1,1
9330,0,-0.5396082095583494,-1.0127087915322006,1.733081632007517,3.817639465515014,80,0,52.25,-0.4360257843235937,-1.9694774572941964,-0.8282155372627653,-1.3326834076030467,0.3091416417086596,0.2299285126269708,0.07127500419068696,676.11,0.5955514256748778,0.13417643968314227,-0.29981991198482855,-0.4755750490915614,1.003361896495892,0,0.08015248248588967,-4.786534765601666,-0.33496036377891225,-0.048597904547171826,-3.191237750486655,1,0,0,1,1
